idx,title,etc,description,title_en,description_en,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
161,시카리오: 암살자의 도시(Sicario),Action Crime Drama,"하나의 작전, 서로 다른 목표당신이 믿었던 정의가 파괴된다.사상 최악의 마약 조직을 소탕하기 위해 미국 국경 무법지대에 모인 FBI요원 케이트(에밀리 블런트)와 CIA 소속의 작전 총 책임자 맷(조슈 브롤린), 그리고 작전의 컨설턴트로 투입된 정체불명의 남자 알레한드로(베니치오 델 토로). 누구도 믿을 수 없는 극한 상황 속, 세 명의 요원들은 서로 다른 목표를 향해 움직인다.숨쉬는 모든 순간이 위험한 이곳에서 이들의 작전은 성공할 수 있을까!",Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,9,0.202662,0.626738,0.051552,0.137943,0.051122,https://whatdoido.kro.kr/movie/161.jpg
162,초콜릿 천국(Willy Wonka & the Chocolate Factory),Family Fantasy Musical,"어린이들의 환상을 한껏 북돋아주는 신기하고 재미있는 어린이 뮤지컬. 세계적으로 유명한 웡카초콜릿 회사에서는 그들이 만들어내는 초콜릿에 단 5개만의 황금 티켓을 넣는다. 티켓을 발견한 어린이는 평생 웡카에서 만든 모든 초콜릿과 사탕을 공급받는 것은 물론, 비밀에 싸인 초콜릿 공 장을 견학할 수 있는 자격이 주어진다. 전세계는 웡카 초콜릿의 특별 이 벤트에 열광하고 부자집 아이들은 웡카의 초콜릿을 박스째 사다가 뜯어볼정도로 황금 티켓 찾기에 혈안이 된다. 아름다운 선율에 실린 초콜릿 공 장 견학은 어린이들에게 놀이공원을 찾을 때와 같은 꿈과 환상을 줄 듯.",Willy Wonka & the Chocolate Factory,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,10,0.049936,0.908461,0.018502,0.013099,0.014541,https://whatdoido.kro.kr/movie/162.jpg
163,실버라이닝 플레이북(Silver Linings Playbook),Comedy Drama Romance,"눈치 없는 이. 남. 자. 정말 답이 없다?! 연애세포 완전 파괴, 복구확률 -200%아내의 외도를 목격하고 한 순간 감정이 폭발해 아내, 직장, 집은 물론, 정신까지 잃게 된 이 남자. 8개월의 병원 생활 후 ‘긍정의 힘’을 믿으며 아내와 자신의 인생을 되찾기 위해 고군분투 노력중! 긍정의 주문을 외우며 마인드 컨트롤을 해보지만, 감정은 통제불능이요 ~아내에게는 접근명령 상태라~내숭 없는 이. 여. 자. 정말 대책 없다?! 연애세포 과다 방출, 치유확률 -100%남편의 죽음 이후 외로움 때문에 회사 내 모든 직원들과 관계를 맺은 티파니. 저돌적인 대시와 내숭 없는 애정 표현으로 티파니는 팻의 인생에 갑자기 뛰어든다. 그의 조깅코스에 불쑥 나타나는가 하면 함께 자자는 말을 거침없이 쏟아내며 예측불허의 행동으로 팻을 당황스럽게 만드는 그녀, 그런 티파니가 팻은 부담스럽기만 하다.재생률 100%! 연애세포 복구프로젝트가 시작된다쉽게 자신에게 넘어오지 않는 ‘팻’을 위해 티파니는 ‘헤어진 아내와의 재결합을 도와주는 대신, 자신과 함께 댄스 대회에 참가’하자는 달콤한 제안을 하는데…과연 그들은 사랑 때문에 고장(?) 난 러브멘탈을 복구하고 그들만의 ‘실버라이닝’을 찾을 수 있을까?",Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",8,0.020546,0.781565,0.040809,0.140449,0.024827,https://whatdoido.kro.kr/movie/163.jpg
164,내 인생 특별한 숲속 여행(Hunt for the Wilderpeople),Adventure Comedy Drama,불량고아 '릭키 데이비스'는 한 가정집에 위탁되게 되고 마음을 열게 된다. 하지만 불행한 사건으로 인해 삼촌 '헥'과 함께 뉴질랜드 경찰들에게 쫓기는 신세가 되고 마는데!,Hunt for the Wilderpeople,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,10,0.357257,0.126379,0.073728,0.174381,0.471019,https://whatdoido.kro.kr/movie/164.jpg
165,뷰티풀 마인드(A Beautiful Mind),Biography Drama,"40년대 최고의 엘리트들이 모이는 프린스턴 대학원. 시험도 보지 않고 장학생으로 입학한 웨스트버지니아 출신의 한 천재가 캠퍼스를 술렁이게 만든다. 너무도 내성적이라 무뚝뚝해 보이고, 오만이라 할 정도로 자기확신에 차 있는 수학과 새내기 존 내쉬가 바로 그 천재다. 누구도 따라올 수 없는 뛰어난 두뇌와 수려한 용모를 지녔지만 괴짜 천재인 그는 기숙사 유리창을 노트 삼아 단 하나의 문제에 매달린다. 바로 자신만의 ‘오리지날 아이디어’를 찾아내는 것. 어느 날 짖궂은 친구들과 함께 들른 술집에서 금발 미녀를 둘러싸고 벌이는 친구들의 경쟁을 지켜보던 존 내쉬는 섬광같은 직관으로 ‘균형이론’의 단서를 발견한다. 1949년 27쪽 짜리 논문을 발표한 20살의 청년 존 내쉬는 하루 아침에 학계의 스타로, 제2의 아인슈타인으로 떠오른다.이후 MIT 교수로 승승장구하던 그는 정부 비밀요원 윌리암 파처를 만나 냉전시대 최고의 엘리트들이 그러하듯 소련의 암호 해독 프로젝트에 비밀리에 투입된다. 하지만 정작 그를 당황케 한 것은 몇 만개의 암호가 아닌 사랑이란 인생의 난제였다. 자신의 수업을 듣던 물리학도 알리샤와 사랑에 빠진 그는 난생처음 굳게 닫혔던 마음의 문을 열고, 둘은 행복한 결혼에 골인한다.알리샤와의 결혼 후에도 존은 윌리암과의 프로젝트를 비밀리에 수행한다. 하지만 점점 소련 스파이가 자신을 미행한다는 생각에 사로잡히는 존. 목숨의 위협에도 불구하고, 아내에게 끝까지 자신의 일을 비밀로 하지만, 자신의 영혼의 빛이 점점 꺼져가고 있음을 깨닫지 못한다.",A Beautiful Mind,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",8,0.025102,0.834917,0.006208,0.137702,0.015944,https://whatdoido.kro.kr/movie/165.jpg
166,캐치 미 이프 유 캔(Catch Me If You Can),Biography Crime Drama,"1965년, FBI를 발칵 뒤집는 사건이 발생한다. 파일럿을 가장해 모든 비행기에 무임승차는 기본, 50개 주 은행을 순회하며 무려 140만 달러를 횡령한 희대의 사기꾼이 나타난 것이다. 하지만 꼬리가 길면 밟히는 법. 21년 경력의 FBI 최고의 요원 칼 핸러티가 프랭크의 뒤를 쫓고, 오랜 추적 끝에 드디어 혈혈단신 프랭크의 호텔방을 덮친 칼. 하지만 칼과 마주친 프랭크는 정부 비밀요원으로 둔갑, 증거물을 챙긴다며 위조수표를 챙겨 들고 여유롭게 빠져나온다. 뒤늦게 자신이 속았음을 깨달은 칼은 자존심 회복을 결심한다. 그리고 마침내 찾은 프랭크의 가족. 하지만 자신을 속인 프랭크가 겨우 17살의 고등학생이라는 사실에 또다시 칼의 자존심은 무너지고. 과연 칼은 프랭크를 잡을 수 있을까? 이들의 유쾌한 게임은 이제 시작이다.",Catch Me If You Can,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",10,0.068329,0.7649,0.011099,0.039847,0.024336,https://whatdoido.kro.kr/movie/166.jpg
167,엑스맨: 데이즈 오브 퓨처 패스트 (X-Men: Days of Future Past),Action Adventure Sci-Fi,"《엑스맨: 데이즈 오브 퓨처 패스트》는 2014년 미국의 슈퍼히어로 영화로, 마블 코믹스에 등장하는 가상의 엑스맨 캐릭터와 1981년에 크리스 클레이먼트와 존 번이 제작한 《언캐니 엑스맨》의 ""데이즈 오브 퓨처 패스트""를 원작으로 하였다.",X-Men: Days of Future Past,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,10,0.023683,0.912876,0.006816,0.018132,0.02183,https://whatdoido.kro.kr/movie/167.jpg
168,원스 어폰 어 타임 인 아메리카(Once Upon a Time in America),Crime Drama,"1921년, 좀도둑질을 일삼던 누들스는 맥스를 비롯한 친구들과 함께 밀수품 운반 일을 하며 돈을 벌어 들인다. 누들스 무리에 위협을 느낀 벅시는 누들스의 친구를 죽이고, 이에 분노한 누들스는 벅시를 살해한 후 감옥에 들어가게 된다.1932년, 출소한 누들스는 어린 시절 첫사랑 데보라와 밀주 사업으로 크게 성공한 맥스를 다시 만나지만, 금주법 철폐로 그들의 밀주 사업도 위기를 맞는다. 맥스는 누들스에게 연방준비은행을 털 것을 제안하지만 누들스는 거절한다.1968년, 베일리 재단 파티에 초대 받은 누들스는 재단 창립 기념 사진 속에서 데보라를 발견하고 그녀를 찾아가 자신을 초대한 베일리 장관에 대해 묻지만 그를 찾지 말라며 경고한다.그녀의 만류에도 누들스는 마침내 의문의 베일리 장관과 마주하게 되는데...",Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",2,0.555992,0.035511,0.144377,0.31497,0.127065,https://whatdoido.kro.kr/movie/168.jpg
169,다이 하드 (Die Hard),Action Thriller,Die Hard는 Roderick Thorp의 소설 Nothing Lasts Forever에서 시작된 미국 액션 영화 시리즈입니다.,Die Hard,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,10,0.770851,0.153823,0.134084,0.032254,0.049372,https://whatdoido.kro.kr/movie/169.jpg
170,엑스 마키나(Ex Machina),Drama Sci-Fi Thriller,"누구도 믿을 수 없다, 모든 것을 의심하라유능한 프로그래머 ‘칼렙’(돔놀 글리슨)은 치열한 경쟁 끝에 인공지능 분야의 천재 개발자 ‘네이든’(오스카 아이삭)의 새로운 프로젝트에 참여하게 된다. 외부엔 알려지지 않은 그의 비밀 연구소로 초대받은 ‘칼렙’은 그 곳에서 네이든이 창조한 매혹적인 A.I. ‘에이바’(알리시아 비칸데르)를 만나게 된다. 그녀의 인격과 감정이 진짜인지 아니면 프로그래밍 된 것인 지를 밝히는 테스트를 진행하지만. 점점 에이바도 그녀의 창조자 네이든도 그리고 자신의 존재조차 믿을 수 없게 되고 모든 것을 의심하게 되는데…",Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,10,0.167448,0.706818,0.110021,0.076597,0.134618,https://whatdoido.kro.kr/movie/170.jpg
171,"록 스탁 앤 투 스모킹 배럴즈(Lock, Stock and Two Smoking Barrels)",Action Comedy Crime,영국의 가이 리치 감독의 데뷔작으로 지난해 영국 개봉에서 의 흥행기록을 깬 갱스터 코미디물. 에디는 장물 판매로 모은 돈 10만파운드를 가지고 거물 해리의 도박장에서 해리와 붙었다가 50만파운드의 빚을 진다. 에디와 친구들은 옆집의 마약 딜러 일당을 털어 돈을 구하려 하는데 여기에 다양한 패거리들이 얽히면서 반전이 거듭된다. 닉 모란 주연에 가수 스팅이 에디의 아버지로 나온다. -DMV ★★★★ / 한겨레 19990817,"Lock, Stock and Two Smoking Barrels","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",10,0.189811,0.674114,0.032605,0.008752,0.133862,https://whatdoido.kro.kr/movie/171.jpg
172,나이트크롤러(Nightcrawler),Crime Drama Thriller,"특종을 위한 완벽한 조작!지금, 당신이 보고 있는 뉴스는 진실인가? 루이스 (제이크 질렌할)는 우연히 목격한 교통사고 현장에서, 특종이 될 만한 사건 현장을 카메라에 담아 TV 매체에 고가에 팔아 넘기는 일명 ‘나이트 크롤러’를 보게 된다. 경찰이 도착하기 전에 빠르게 나타나 현장을 스케치하고 전화를 통해 가격을 흥정하는 그들에게서 묘한 돈 냄새를 맡은 루이스는 즉시 캠코더와 경찰 무전기를 구입하고 사건현장에 뛰어든다.유혈이 난무하는 끔찍한 사고 현장을 적나라하게 촬영해 첫 거래에 성공한 루이스는 남다른 감각으로 지역채널의 보도국장 니나(르네 루소)의 적극적인 지지를 받게 된다. 매번 더욱 더 자극적이고 충격적인 뉴스를 원하는 니나와 그 이상을 충족 시켜주는 루이스는 최상의 시청률을 만들어내며 승승장구한다. 자신의 촬영에 도취된 루이스는 결국 완벽한 특종을 위해 사건을 조작하기에 이르는데…2월, 숨막히는 특종 추적 스릴러가 온다!",Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",7,0.073524,0.035947,0.87411,0.031458,0.02674,https://whatdoido.kro.kr/movie/172.jpg
173,터미네이터(The Terminator),Action Sci-Fi,"2029년 로스 엔젤레스(Los Angeles 2029 A.D. ), 핵전쟁(The Nuclear)의 잿더미 속에서 기계들(The Machines)이 일어섰다. 기계들은 인류를 말살하기 위해 수십년간 치열한 소탕전을 벌였다. 그러나 마지막 전투를 위해 예비된 시점은 미래가 아닌 우리가 살고 있는 이곳의 현재, 바로 오늘밤이었다.1997년, 인간이 만든 인공지능 컴퓨터 전략 방어 네트워크가 스스로의 지능을 갖추고는 인류를 핵전쟁의 참화을 일으켜 30억이라는 인류를 잿더미 속에 묻어버린다. 그리고 남은 인간들은 기계의 지배를 받아 시체를 처리하는 일 등에 동원된다. 이때 비상한 지휘력과 작전으로 인간들을 이끌던 사령관 존 코너는 반기계 연합을 구성, 기계와의 전쟁을 시작하면서 상황은 반전된다. 이에 기계는 존 코너의 탄생 자체를 막기위해, 2029년의 어느 날, 타임머신에 터미네이터를 태워서 1984년의 L.A. 로 보내게 된다.이 터미네이터는 총으로는 끄떡도 않는 신형 모델 101로서 인간과 똑같이 만든 유기적인 침투용 사이보그였다. 이 정보를 입수한 존 역시 카일 리스라는 젊은 용사를 보내 그녀를 보호하게 한다. 직장인 식당에서 일을 하던 사라 코너는 터미네이터에게 쫓기기 시작하는데.",The Terminator,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",9,0.103614,0.734159,0.015601,0.038853,0.155098,https://whatdoido.kro.kr/movie/173.jpg
174,제5원소(The Fifth Element),Action Adventure Sci-Fi,"사라진 4개 원소를 되찾고 제 5원소의 비밀을 밝혀라!1914년 이집트. 한 노학자가 피라미드의 벽에 새겨진 '5개 원소'의 비밀을 밝혀낸다. 2259년 뉴욕. 지구에 거대한 행성이 다가와 대통령을 비롯한 전 군대는 비상상태에 빠진다. 지구를 구해줄 4개 원소를 가진 몬도샤인들은 지구로 오는 도중에 모두 죽게 되고 과학자들은 남은 팔로 유전자 합성을 통해 빨간 머리 소녀 리루를 만든다. 리루는 과학자들에게서 도망치던 중 전직 연방 요원인 코벤을 만나게 되고, 두 사람은 4개 원소를 찾기 위해 피라미드의 예언을 알고 있는 코넬리우스 신부와 함께 파라다이스 행성으로 간다. 한편 무기상인 조르그도 4개 원소를 손에 넣기 위해 그들을 뒤쫓는데…",The Fifth Element,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",,0.12242,0.54223,0.158949,0.098769,0.151541,https://whatdoido.kro.kr/movie/174.jpg
175,멀홀랜드 드라이브(Mulholland Dr.),Drama Mystery Thriller,헐리웃 스타의 꿈을 안고 LA에 온 베티는 멀홀랜드 드라이브에서 일어난 자동차 사고로 이름조차 기억하지 못하는 리타를 만나 그녀가 기억을 되찾을 수 있도록 도와준다. 베티의 적극적인 도움으로 단서를 찾아가던 리타는 한 카페의 여종업원 명찰에서 ‘다이안’이라는 이름을 보고 어떤 것을 떠올리게 된다. 베티는 이 이름이 분명 리타와 관계된 사람의 이름일 것이라 말하며 ‘다이안’이라는 인물을 찾기 시작한다. 마침내 ‘다이안’의 집을 찾아간 두 여인. 그러나 그들은 곧 상상을 초월하는 끔찍한 비밀을 발견하게 되는데...,Mulholland Dr.,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",1,0.074891,0.834598,0.009872,0.008746,0.038294,https://whatdoido.kro.kr/movie/175.jpg
176,이미테이션 게임(The Imitation Game),Biography Drama Thriller,"24시간 마다 바뀌는 해독불가 암호암호를 풀고 1,400 만 명의 목숨을 구한 천재 수학자 매 순간 3명이 죽는 사상 최악의 위기에 처한 제 2차 세계대전.절대 해독이 불가능한 암호 ‘에니그마’로 인해 연합군은 속수무책으로 당하게 된다.결국 각 분야의 수재들을 모아 기밀 프로젝트 암호 해독팀을 가동한다.천재 수학자 앨런 튜링(베네딕트 컴버배치)은 암호 해독을 위한 특별한 기계를 발명하지만 24시간 마다 바뀌는 완벽한 암호 체계 때문에 번번히 좌절하고 마는데...과연, 앨런 튜링과 암호 해독팀은 암호를 풀고 전쟁의 승리를 끌어낼 수 있을까…?",The Imitation Game,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",3,0.323127,0.538262,0.087074,0.051857,0.074334,https://whatdoido.kro.kr/movie/176.jpg
177,킥 애스: 영웅의 탄생(Kick-Ass),Action Comedy Crime,"세상은 새로운 영웅이 필요하다!지금, 세상은 영웅이 필요한데 ‘왜 아무도 슈퍼히어로가 되려고 하지 않는가?’라는 의문을 가지는 데이브. 정의 수호를 위해 직접 ‘킥 애스’라는 닉네임을 정하고, 슈퍼히어로가 되기로 결심한다. 위험 앞에서도 몸을 사리지 않고, 시민을 구하는 데이브의 모습이 유튜브를 통해 퍼지면서, ‘킥 애스’는 새로운 히어로로 일약 스타덤에 오르게 되고, 끓어오르는 영웅 본능에 점점 고취되기 시작한다.슈퍼히어로의 드림팀 탄생! 영웅의 세대교체가 시작된다!도시를 장악해버린 마약 거래단 ‘디아미코’가 꾸민 계략에 의해 억울한 누명을 쓰고 감옥에 갇히게 되는 경찰 데이먼(니콜라스 케이지)은 그 때문에 사랑하는 아내를 잃게 된다. 복수를 위해 어린 딸 민디를 겁 없는 슈퍼히어로로 특훈시키고….데이먼과 딸 민디는 ‘빅 대디’ 와 ‘힛 걸’로 변장해 세상의 악을 향한 복수를 시작한다. 어느 날 이들을 우연히 만나게 되는 ‘킥 애스’는 이들의 거침없는 액션에 반하게 되고, 그를 주목하고 있던 ‘빅 대디’와 ‘힛 걸’은 그에게 함께 할 것을 제안한다. 한편, 영웅들의 등장에 위협을 느낀 악당 디아미코는 대중의 관심을 한 몸에 받고 있는 영웅 ‘킥 애스’를 죽이기 위한 또 다른 음모를 시작하는데… 4월, 마블코믹스가 탄생시킨뉴액션히어로의 스타일리쉬한 도전이 시작된다!",Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",10,0.537455,0.553746,0.102651,0.164731,0.464984,https://whatdoido.kro.kr/movie/177.jpg
178,코코(Coco),Animation Adventure Family,뮤지션을 꿈꾸는 소년 미구엘은 전설적인 가수 에르네스토의 기타에 손을 댔다 ‘죽은 자들의 세상’에 들어가게 된다.그리고 그곳에서 만난 의문의 사나이 헥터와 함께 상상조차 못했던 모험을 시작하게 되는데…과연 ‘죽은 자들의 세상’에 숨겨진 비밀은? 그리고 미구엘은 무사히 현실로 돌아올 수 있을까?,Coco,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",9,0.078038,0.832531,0.062491,0.003695,0.006724,https://whatdoido.kro.kr/movie/178.jpg
179,스포트라이트(Spotlight),Biography Crime Drama,"세상을 바꾼 최강의 팀플레이!미국의 3대 일간지 중 하나인 보스턴 글로브 내 ‘스포트라이트’팀은 가톨릭 보스턴 교구 사제들의 아동 성추행 사건을 취재한다. 하지만 사건을 파헤치려 할수록 더욱 굳건히 닫히는 진실의 장벽. 결코 좌절할 수 없었던 끈질긴 ‘스포트라이트’팀은 추적을 멈추지 않고, 마침내 성스러운 이름 속에 감춰졌던 사제들의 얼굴이 드러나는데… ‘스포트라이트’팀이 추적한 충격적인 스캔들이 밝혀진다!",Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",10,0.094722,0.686991,0.011842,0.216264,0.006293,https://whatdoido.kro.kr/movie/179.jpg
180,사계절의 사나이(A Man for All Seasons),Biography Drama History,"잉글랜드의 왕 헨리 8세(로버트 쇼)는 형의 미망인이었던 캐서린과 결혼했으나 둘 사이에 아들이 없어 이혼하고 훗날 엘리자베스 1세의 어머니가 되는 앤 불린과 결혼하려고 한다. 또 로마 가톨릭의 그늘에서 벗어나고자 영국 국교회의 창설을 시도했다. 그러나 영국교회는 로마 가톨릭교회의 지배를 받고 있었기 때문에 이혼을 하기 위해서는 로마 교황의 허락이 필요했다. 때문에 당시 대법관이었던 울지는 헨리 8세의 믿음직한 조언자이자 여러 공직을 충실하게 수행하던 토머스 모어(폴 스코필드)에게 교황의 승인을 얻어달라고 도움을 청한다. 하지만 독실한 가톨릭 신자이자 왕을 기쁘게 해주기 위해 자신의 양심을 팔고 자신의 윤리적가치관과 타협하지 않는 인물이었던 토머스 모어는 왕의 이혼과 재혼을 승인하지 않고 영국 국교회의 창설도 반대한다. 결국 왕은 캐서린과 이혼하고, 모어는 반역죄로 몰려 사형 판결을 받는다. 사형을 기다리며 런던탑에 갇혀있던 토머스를 찾아온 아내는 ‘단지 손으로만 서약을 하고, 마음으로는 맹세를 하지 말라’고 남편을 설득해 보지만 그는 ‘말로 하나님께 하는 것이 맹세이며, 서약을 할 때는 온몸을 바치며 손으로 하는 것이다’라고 말하며 아내의 애원마저 거절하고 단두대로 향한다.",A Man for All Seasons,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",10,0.131033,0.613743,0.068946,0.073241,0.067557,https://whatdoido.kro.kr/movie/180.jpg
181,아메리칸 히스토리 X(American History X),Drama,"에드워드 노튼의 스킨헤드족 연기가 강한 이미지를 품어내는 영화이다. 덕분에 아카데미 남우주연상에 선정되기도 했다. 강도사건으로 아버지를 잃은 데릭은 백인 우월주의자 모임 DOC에 관심을 두면서, 유색인종에 분노를 터트린다. 가족들은 그를 걱정하지만, 동생 대니는 열렬한 추종자다. 그런 데릭이 감옥 출소 뒤 180도 변해버린다. 감옥생활이 그를 변화시켰던 것. 그는 대니를 설득해 눈을 깨우쳐주려 하지만 쉽지 않다. 더군다나 그의 배신을 눈치챈 조직에서 그를 가만히 놔두지 않는다. 전반부와 후반부가 도식적인 것이 큰 약점이다. [씨네21 208호, 새로 나온 비디오]",American History X,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,10,0.094245,0.844999,0.018763,0.021409,0.026687,https://whatdoido.kro.kr/movie/181.jpg
182,나의 사촌 비니(My Cousin Vinny),Comedy Crime,"친구 사이인 빌리와 스탠은 UCLA 대학 장학생으로 선발된다. 자동차를 타고 캘리포니아로 떠나던 그들은 도중 식료품 가게에 들러 물건을 구입하는데, 느닷없이 경찰이 그들을 가게 점원을 살해한 혐의로 체포한다. 사건 현장 주변에 있던 증인들도 빌리와 스탠을 범인으로 지목한다. 난처해진 빌리는 변호사를 찾던 중 어머니의 소개를 받아 사촌형 비니를 변호사로 위임한다.비니는 약혼녀인 리사와 함께 빌리와 스탠이 수감된 남부의 교도소를 찾아오는데, 전형적인 뉴요커인 이들은 남부가 낯설기만 하다. 그리고 교도소에서 비니를 만난 빌리는 그가 변호사 개업한지 6주 밖에 안된 풋내기이며 법정에는 지금껏 단 한 차례도 서본 적이 없음을 알게 된다. 역시 재판이 시작되자 비니는 변호는 커녕 매번 법정모독죄로 구속되었다 리사의 보석금으로 풀려나길 되풀이하는데...",My Cousin Vinny,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",9,0.112267,0.743945,0.070169,0.042267,0.041156,https://whatdoido.kro.kr/movie/182.jpg
183,아포칼립토 (Apocalypto),Action Adventure Drama,"아포칼립토는 2006년 개봉한 미국의 서사 액션 모험 영화이다.
스페인 침략 직전의 유카탄 반도를 무대로, 제물이 된 포로 탈출과 생존을 건 도주를 그린다. 대사에 마야어를 사용한 영화이기도 하다.",Apocalypto,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",10,0.016667,0.949263,0.010378,0.008162,0.005043,https://whatdoido.kro.kr/movie/183.jpg
184,캐스트 어웨이 (Cast Away),Adventure Drama Romance,"캐스트 어웨이는 2000년 개봉한 미국의 서바이벌, 드라마 영화이다.",Cast Away,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,10,0.428686,0.498065,0.037233,0.019848,0.059725,https://whatdoido.kro.kr/movie/184.jpg
185,인크레더블 (The Incredibles),Animation Action Adventure,"The Incredibles는 Pixar Animation Studios에서 만든 미국 미디어 프랜차이즈입니다. 브래드 버드는 두 영화를 쓰고 감독했으며 크레이그 T. 넬슨, 홀리 헌터, 사라 보웰, 사무엘 L. 잭슨이 출연진의 일부입니다.",The Incredibles,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",10,0.073657,0.79672,0.04198,0.08593,0.014184,https://whatdoido.kro.kr/movie/185.jpg
186,히든 피겨스(Hidden Figures),Biography Drama History,"천부적인 수학 능력의 흑인 여성 캐서린 존슨NASA 흑인 여성들의 리더이자 프로그래머 도로시 본흑인 여성 최초의 NASA 엔지니어를 꿈 꾸는 메리 잭슨 미국과 러시아의 치열한 우주 개발 경쟁으로 보이지 않는 전쟁이 벌어지고 있던시절, 천부적인 두뇌와 재능을 가진 그녀들이 NASA 최초의 우주궤도 비행 프로젝트에 선발된다. 하지만, 흑인이라는 이유로 800m 떨어진 유색인종 전용 화장실을 사용해야 하고,여자라는 이유로 중요한 회의에 참석할 수 없으며,공용 커피포트 조차 용납되지 않는 따가운 시선에 점점 지쳐 간다. 한편, 우주궤도 비행 프로젝트는 난항을 겪게 되고,해결방법은 오직 하나, 비전을 제시할 수 있는 새로운 수학 공식을 찾아내는 것뿐인데….천재성에는 인종이 없고, 강인함에는 남녀가 없으며, 용기에는 한계가 없다!세계를 놀라게 한 그녀들의 이야기가 시작된다",Hidden Figures,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,1,0.125503,0.421556,0.067506,0.055868,0.01827,https://whatdoido.kro.kr/movie/186.jpg
187,싸이코(Psycho),Horror Mystery Thriller,"서로 다른 내용의 두 이야기가 하나로 연결돼 있다. 전반부는 회사원 마리온(재닛 리)이 공금을 훔쳐 도망가다 모텔에서 묵던 중 살해당하는 내용으로 이루어져 있으며, 후반부는 마리온을 살해한 모텔 주인 노먼(앤소니 퍼킨스)이 모성고착증을 앓는 정신병자임이 밝혀지는 과정을 담고 있다. 노먼이 마리온을 살해하는 과정은 편집의 힘을 보여주는 영화사적 장면이다.",Psycho,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",9,0.55442,0.016969,0.021557,0.523393,0.174873,https://whatdoido.kro.kr/movie/187.jpg
188,해리 포터와 죽음의 성물 1부 (Harry Potter and the Deathly Hallows – Part 1),Adventure Family Fantasy,"《해리 포터와 죽음의 성물 1부》는 2010년에 개봉한 영화로서 J. K. 롤링의 동명 소설을 원작으로 하여 만든, 영국과 미국 합작, 판타지 스릴러 영화다. 소설 7부작 중 마지막 일곱 번째에 해당하는 작품이며, 긴 상영 시간으로 인해 상편과 하편으로 나뉘어 제작되었다.",Harry Potter and the Deathly Hallows: Part 1,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",3,0.475306,0.54682,0.089662,0.150556,0.192372,https://whatdoido.kro.kr/movie/188.jpg
