idx,title,etc,description,review_sadness,review_joy,review_fear,review_disgust,review_anger,description_cluster,url,,
3812,The Road to Serfdom,Friedrich A. Hayek,"A classic work in political philosophy, intellectual and cultural history, and economics,,has inspired and infuriated politicians, scholars, and general readers for half a century. Originally published in England in the spring of 1944?when Eleanor Roosevelt supported the efforts of Stalin, and Albert Einstein subscribed lock, stock, and barrel to the so,A classic work in political philosophy, intellectual and cultural history, and economics,,has inspired and infuriated politicians, scholars, and general readers for half a century. Originally published in England in the spring of 1944?when Eleanor Roosevelt supported the efforts of Stalin, and Albert Einstein subscribed lock, stock, and barrel to the socialist program??was seen as heretical for its passionate warning against the dangers of state control over the means of production. For F. A. Hayek, the collectivist idea of empowering government with increasing economic control would inevitably lead not to a utopia but to the horrors of nazi Germany and fascist Italy.,First published by the University of Chicago Press on September 18, 1944,,garnered immediate attention from the public, politicians, and scholars alike. The first printing of 2,000 copies was exhausted instantly, and within six months more than 30,000 were sold. In April of 1945,,published a condensed version of the book, and soon thereafter the Book-of-the-Month Club distributed this condensation to more than 600,000 readers. A perennial best-seller, the book has sold over a quarter of a million copies in the United States, not including the British edition or the nearly twenty translations into such languages as German, French, Dutch, Swedish, and Japanese, and not to mention the many underground editions produced in Eastern Europe before the fall of the iron curtain.,After thirty-two printings in the United States,,has established itself alongside the works of Alexis de Tocqueville, John Stuart Mill, and George Orwell for its timeless meditation on the relation between individual liberty and government authority. This fiftieth anniversary edition, with a new introduction by Milton Friedman, commemorates the enduring influence of,on the ever-changing political and social climates of the twentieth century, from the rise of socialism after World War II to the Reagan and Thatcher \revolutions\ in the 1980s and the transitions in Eastern Europe from communism to capitalism in the 1990s.,F. A. Hayek 1899-1992, recipient of the Medal of Freedom in 1991 and co-winner of the Nobel Memorial Prize in Economics in 1974, was a pioneer in monetary theory and the principal proponent of libertarianism in the twentieth century.,On the first American edition of,:,\One of the most important books of our generation. . . . It restates for our time the issue between liberty and authority with the power and rigor of reasoning with which John Stuart Mill stated the issue for his own generation in his great essay,. . . It is an arresting call to all well-intentioned planners and socialists, to all those who are sincere democrats and liberals at heart to stop, look and listen.\?Henry Hazlitt,,September 1944,\In the negative part of Professor Hayek's thesis there is a great deal of truth. It cannot be said too often?at any rate, it is not being said nearly often enough?that collectivism is not inherently democratic, but, on the contrary, gives to a tyrannical minority such powers as the Spanish Inquisitors never dreamt of.\?George Orwell,",0.3559,0.231261,0.142952,0.204618,0.304687,4,https://whatdoido.kro.kr/movie/3812.jpg,,
3921,George Washington Carver: His Life & Faith in His Own Words,William J. Federer,"\Only alone can I draw close enough to God to discover His Secrets.\ The amazing story of Geory W. Carver, slave birth, Iowa State graduate and Tuskegee Professor who revolutionized the economy of the south by disvering hundreds of uses for the peanut. Read letters revealing his faith.,\Only alone can I draw close enough to God to discover His Secrets.\ The amazing story of Geory W. Carver, slave birth, Iowa State graduate and Tuskegee Professor who revolutionized the economy of the south by disvering hundreds of uses for the peanut. Read letters revealing his faith.",0.037853,0.883655,0.003965,0.052125,0.013518,3,https://whatdoido.kro.kr/movie/3921.jpg,,
3960,From Potter's Field,Patricia Cornwell,"Christmas has never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, the festivities always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner and consulting forensic pathologist for the FBI.,The body was naked, female, and found propped against a,Christmas has never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, the festivities always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner and consulting forensic pathologist for the FBI.,The body was naked, female, and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work.,Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway.",0.146682,0.595669,0.059596,0.182826,0.038787,2,https://whatdoido.kro.kr/movie/3960.jpg,,
4083,Oblivion: Stories,David Foster Wallace,"In the stories that make up Oblivion, David Foster Wallace joins the rawest, most naked humanity with the infinite involutions of self-consciousness?a combination that is dazzlingly, uniquely his. These are worlds undreamt-of by any other mind. Only David Foster Wallace could convey a father's desperate loneliness by way of his son's daydreaming through a teacher's homicid,In the stories that make up Oblivion, David Foster Wallace joins the rawest, most naked humanity with the infinite involutions of self-consciousness?a combination that is dazzlingly, uniquely his. These are worlds undreamt-of by any other mind. Only David Foster Wallace could convey a father's desperate loneliness by way of his son's daydreaming through a teacher's homicidal breakdown \The Soul Is Not a Smithy\. Or could explore the deepest and most hilarious aspects of creativity by delineating the office politics surrounding a magazine profile of an artist who produces miniature sculptures in an anatomically inconceivable way \The Suffering Channel\. Or capture the ache of love's breakdown in the painfully polite apologies of a man who believes his wife is hallucinating the sound of his snoring \Oblivion\. Each of these stories is a complete world, as fully imagined as most entire novels, at once preposterously surreal and painfully immediate. Oblivion is an arresting and hilarious creation from a writer \whose best work challenges and reinvents the art of fiction\ Atlanta Journal-Constitution.,Mister squishy --,The soul is not a smithy --,Incarnations of burned children --,Another pioneer --,Good old neon --,Philosophy and the mirror of nature --,Oblivion --,The suffering channel",0.05505,0.801797,0.131691,0.011624,0.021833,0,https://whatdoido.kro.kr/movie/4083.jpg,,
4090,Perspective Made Easy,Ernest Norling,"Perspective, the author tells us, is easy; yet surprisingly few artists are aware of the simple rules that make it so. This easy-to-follow book ??the first devoted entirely to clarifying the laws of perspective ??remedies the situation. In it, the author uses over 250 simple line drawings to illustrate the concepts involved.,Beginning with clear, concise, immediately applic,Perspective, the author tells us, is easy; yet surprisingly few artists are aware of the simple rules that make it so. This easy-to-follow book ??the first devoted entirely to clarifying the laws of perspective ??remedies the situation. In it, the author uses over 250 simple line drawings to illustrate the concepts involved.,Beginning with clear, concise, immediately applicable discussions of the horizon, vanishing point, and the crucial relationship of eye level to perspective drawing, you'll learn how to place figures and objects in a drawing, depict interiors, create shade and shadows, and achieve all the other elements necessary for a successful perspective drawing. By repeatedly stressing important points, Mr. Norling teaches you to make them second-nature. Moreover, his approach is so simple and direct that no matter how little raw talent or experience you have, you will soon be able to apply these techniques almost instinctively.,Mastery of perspective is a basic skill every artist must have. This simple, nontechnical guide will enable you to master its essentials in a relatively short time. Clear and concise, this book is an essential addition to any artist's bookshelf.",0.066404,0.872943,0.006161,0.006891,0.036381,3,https://whatdoido.kro.kr/movie/4090.jpg,,
4149,Easy Prey,John Sandford,"In life she was a high-profile model. In death she is the focus of a media firestorm that's demanding action from Lucas Davenport. Especially as one of his own men is a suspect in her murder.,But when a series of bizarre, seemingly unrelated slayings rock the city, Davenport suspects a connect,In life she was a high-profile model. In death she is the focus of a media firestorm that's demanding action from Lucas Davenport. Especially as one of his own men is a suspect in her murder.,But when a series of bizarre, seemingly unrelated slayings rock the city, Davenport suspects a connection that runs deeper than anyone has imagined - one that leads to an ingenious killer more ruthless than anyone had feared...",0.080804,0.774657,0.012446,0.106074,0.058214,2,https://whatdoido.kro.kr/movie/4149.jpg,,
4162,Manhunt,Janet Evanovich,"A woman with a talent for numbers, Alexandra Scott wanted to escape the rat race and go someplace where the men outnumber the women. Trading in her Wall Street job and fancy condo for a rundown cabin in the woods. She's now Alaskan Wilderness Woman. It isn't long before she finds exactly what she's looking for#58; one sexy pilot named Michael Casey. But this confirmed bach,A woman with a talent for numbers, Alexandra Scott wanted to escape the rat race and go someplace where the men outnumber the women. Trading in her Wall Street job and fancy condo for a rundown cabin in the woods. She's now Alaskan Wilderness Woman. It isn't long before she finds exactly what she's looking for#58; one sexy pilot named Michael Casey. But this confirmed bachelor has no intentions of getting caught in any woman's crosshairs; especially a hunter as appealing as Alex. It'll take skill, determination, and a little romantic persuasion for this big-game hunter to bag her prey.",0.009665,0.970999,0.006642,0.004447,0.005842,2,https://whatdoido.kro.kr/movie/4162.jpg,,
4274,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,"Precious Ramotswe has only just set up shop as Botswana's No.1 and only lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.,Precious Ramotswe has only just set up shop as Botswana's No.1 and only lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.",0.189769,0.134922,0.093417,0.080483,0.124483,2,https://whatdoido.kro.kr/movie/4274.jpg,,
4384,Grateful Dead,"Paul Grushkin,Jonas Grushkin,Cynthia Bassett","There is nothing like a Greatful Dead concert!Since 1965, there have been over 3,000 Greatful Dead concerts, from the Panhandle of Golden Gate Park to the Gizeh Pyramids. At each of them, someone has stepped \on the bus\ and become a Dead Head.,Now, all of the Dead Head voices and visions have come together. Greatful Dead: The Official Book of the Dead Heads is a splendid m,There is nothing like a Greatful Dead concert!Since 1965, there have been over 3,000 Greatful Dead concerts, from the Panhandle of Golden Gate Park to the Gizeh Pyramids. At each of them, someone has stepped \on the bus\ and become a Dead Head.,Now, all of the Dead Head voices and visions have come together. Greatful Dead: The Official Book of the Dead Heads is a splendid mixture of musicians, dancers and costumed participants -- a portrait of a singulau band and its remarkable following. It is a ticket to a Dead concert and an invitation to join in the celebration.,If you've ever experienced the greatful Dead at their best -- or if you've always wondered what they are all about -- open this book and see what happens. You may find yourself in complete agreement: There \is\ nothing like a Greatful Dead concert.",0.574945,0.30436,0.123145,0.041773,0.058586,0,https://whatdoido.kro.kr/movie/4384.jpg,,
4469,"The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America, 1800-1867",D.W. Meinig,"Continental America offers a rather different way of looking at a period of enormous expansion, development, and crisis in the career of the United States. Although it stands as a discrete, coherent work, it is best understood as a continuation of the special kind of description and assessment set forth in Atlantic America, 1492-1800, the opening volume of this geographic,Continental America offers a rather different way of looking at a period of enormous expansion, development, and crisis in the career of the United States. Although it stands as a discrete, coherent work, it is best understood as a continuation of the special kind of description and assessment set forth in Atlantic America, 1492-1800, the opening volume of this geographic interpretation.",0.538721,0.26625,0.05196,0.100704,0.079143,2,https://whatdoido.kro.kr/movie/4469.jpg,,
4589,The Good Soldier,"Ford Madox Ford,Kenneth Womack,William Baker","\A Tale of Passion,\ as its subtitle declares,,relates the complex social and sexual relationships between two couples, one English, one American, and the growing awareness by the American narrator John Dowell of the intrigues and passions behind their orderly Edwardian facade. It is the attitude of Dowell, his puzzlement, his uncertainty, and the seemingl,\A Tale of Passion,\ as its subtitle declares,,relates the complex social and sexual relationships between two couples, one English, one American, and the growing awareness by the American narrator John Dowell of the intrigues and passions behind their orderly Edwardian facade. It is the attitude of Dowell, his puzzlement, his uncertainty, and the seemingly haphazard manner of his narration that make the book so powerful and mysterious. Despite its catalogue of death, insanity, and despair, the novel has many comic moments, and has inspired the work of several distinguished writers, including Graham Greene. This is the only annotated edition available.",0.091285,0.845175,0.015741,0.032222,0.022725,3,https://whatdoido.kro.kr/movie/4589.jpg,,
4627,Holy the Firm,Annie Dillard,"In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with \one enormous window, one cat, one spider and one person.\ For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In,she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in,In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with \one enormous window, one cat, one spider and one person.\ For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In,she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls \the hard things -- rock mountain and salt sea,\ she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire.,This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.",0.395217,0.200176,0.228004,0.143195,0.188714,1,https://whatdoido.kro.kr/movie/4627.jpg,,
4670,Dr. Seuss's Sleep Book,Dr. Seuss,"Dr. Seuss spins a sleep-tastic tale about a very small bug and a very big yawn that spreads and spreads. Meanwhile, the Audio-Telly-o-Tally-o Count adds up every sle,Dr. Seuss spins a sleep-tastic tale about a very small bug and a very big yawn that spreads and spreads. Meanwhile, the Audio-Telly-o-Tally-o Count adds up every sleeping creature from the country of Keck to the Castle of Krupp. First one, then seven, all the way to the billions and zillions, the Who's-Asleep-Count just keeps growing and growing! This book is a perfect bedtime story that will have the most reluctant readers laughing, and the most reluctant sleepers snoring!,\Pretty much all the stuff you need to know is in Dr. Seuss.\ -President Barack Obama",0.044994,0.865688,0.023781,0.012838,0.01416,3,https://whatdoido.kro.kr/movie/4670.jpg,,
4692,"The Legacy of Luna: The Story of a Tree, a Woman, and the Struggle to Save the Redwoods",Julia Butterfly Hill,"On December 18, 1999, Julia Butterfly Hill's feet touched the ground for the first time in over two years, as she descended from \Luna,\ a thousandyear-old redwood in Humboldt County, California.,Hill had climbed 180 feet up into the tree high on a mountain on December 10, 1997, for what she thought would be a two- to three-week-long \tree-sit.\ The action was intended to s,On December 18, 1999, Julia Butterfly Hill's feet touched the ground for the first time in over two years, as she descended from \Luna,\ a thousandyear-old redwood in Humboldt County, California.,Hill had climbed 180 feet up into the tree high on a mountain on December 10, 1997, for what she thought would be a two- to three-week-long \tree-sit.\ The action was intended to stop Pacific Lumber, a division of the Maxxam Corporation, from the environmentally destructive process of clear-cutting the ancient redwood and the trees around it. The area immediately next to Luna had already been stripped and, because, as many believed, nothing was left to hold the soil to the mountain, a huge part of the hill had slid into the town of Stafford, wiping out many homes.,Over the course of what turned into an historic civil action, Hill endured El Nino storms, helicopter harassment, a ten-day siege by company security guards, and the tremendous sorrow brought about by an old-growth forest's destruction. This story--written while she lived on a tiny platform eighteen stories off the ground--is one that only she can tell.,Twenty-five-year-old Julia Butterfly Hill never planned to become what some have called her--the Rosa Parks of the environmental movement. Shenever expected to be honored as one of,\Most Admired Women of 1998\ and,magazine's \20 Most Interesting Women in Politics,\ to be featured in,magazine's \25 Most Intriguing People of the Year\ issue, or to receive hundreds of letters weekly from young people around the world. Indeed, when she first climbed into Luna, she had no way of knowing the harrowing weather conditions and the attacks on her and her cause. She had no idea of the loneliness she would face or that her feet wouldn't touch ground for more than two years. She couldn't predict the pain of being an eyewitness to the attempted destruction of one of the last ancient redwood forests in the world, nor could she anticipate the immeasurable strength she would gain or the life lessons she would learn from Luna. Although her brave vigil and indomitable spirit have made her a heroine in the eyes of many, Julia's story is a simple, heartening tale of love, conviction, and the profound courage she has summoned to fight for our earth's legacy.",0.01118,0.903035,0.020494,0.027962,0.036456,0,https://whatdoido.kro.kr/movie/4692.jpg,,
4715,"Moby Dick, or The Whale","Herman Melville,Harrison Hayford,Hershel Parker","Written by one of America's greatest authors,,is a work of tremendous power and depth-one of world literature's great poetic epics. In the novel, published in 1851 after sixteen months of writing, Herman Melville recounts the Promethean quest of Captain Ahab, who, having lost a leg in a earlier battle with White Whale, is determined to catch the beast and destroy,Written by one of America's greatest authors,,is a work of tremendous power and depth-one of world literature's great poetic epics. In the novel, published in 1851 after sixteen months of writing, Herman Melville recounts the Promethean quest of Captain Ahab, who, having lost a leg in a earlier battle with White Whale, is determined to catch the beast and destroy it. By the time readers meet Ahab, he is a vengeful, crazed, and terror-provoking figure, for Moby Dick has come to represent for him all the evil in the world.",0.163263,0.057352,0.114607,0.458891,0.41207,3,https://whatdoido.kro.kr/movie/4715.jpg,,
4749,Emily of Deep Valley,"Maud Hart Lovelace,Vera Neville","Welcome back to Deep Valley Emily Webster, an orphan living with her grandfather, is not like the other girls her age in Deep Valley, Minnesota. The gulf between Emily and her classmates widens even more when they graduate from Deep Valley High School in 1912. Emily longs to go off to college with everyone else, but she can't leave her grandfather. Emily resigns herself to,Welcome back to Deep Valley Emily Webster, an orphan living with her grandfather, is not like the other girls her age in Deep Valley, Minnesota. The gulf between Emily and her classmates widens even more when they graduate from Deep Valley High School in 1912. Emily longs to go off to college with everyone else, but she can't leave her grandfather. Emily resigns herself to facing a lost winter, but soon decides to stop feeling sorry for herself. And with a new program of study, a growing interest in the Syrian community, and a handsome new teacher at the high school to fill her days, Emily gains more than she ever dreamed. . . . In addition to her beloved Betsy-Tacy books, Maud Hart Lovelace wrote three more stories set in the fictional town of Deep Valley: Winona's Pony Cart, Carney's House Party, and Emily of Deep Valley, Longtime fans and new readers alike will be delighted to find the Deep Valley books available again for the first time in many years.",0.531926,0.675731,0.153074,0.03681,0.074573,0,https://whatdoido.kro.kr/movie/4749.jpg,,
4752,Five Little Peppers and How They Grew,Margaret Sidney,"Times are tough around the little brown house! The widowed Mrs. Pepper has to sew all day long just to earn enough to pay the rent and to feed the five growing Peppers. But she faces poverty and trouble with a stout heart, a smiling face, and the help of her jolly brood: blue-eyed Ben, the eldest and the man of the house at the age of 11; pretty Polly, so eager to cook for,Times are tough around the little brown house! The widowed Mrs. Pepper has to sew all day long just to earn enough to pay the rent and to feed the five growing Peppers. But she faces poverty and trouble with a stout heart, a smiling face, and the help of her jolly brood: blue-eyed Ben, the eldest and the man of the house at the age of 11; pretty Polly, so eager to cook for the family and make everyone happy and comfortable; and the three littlest Peppers, Joel, Davie, and baby Phronsie.,A favorite of children, parents, and teachers for generations, this heartwarming classic first appeared in 1880. Since then, it has inspired countless young imaginations with its tender tales of the ways in which courage and good cheer can overcome adversity.",0.142285,0.725372,0.012493,0.00671,0.023782,0,https://whatdoido.kro.kr/movie/4752.jpg,,
4765,Twelve Miles from a Lemon: Selected Writings and Sayings of Sydney Smith,"Norman Taylor,Alan Hankinson","There are those who say that the Reverend Sydney Smith ought to be made a saint of the Church of England. There are those who say that he jested away his chances of a mitre. There are those who simply read him and laugh. Sydney Smith was not only a humorist. He was a respected clergyman who worked steadily for Roman Catholic emancipation despite his own staunch Anglicanism,There are those who say that the Reverend Sydney Smith ought to be made a saint of the Church of England. There are those who say that he jested away his chances of a mitre. There are those who simply read him and laugh. Sydney Smith was not only a humorist. He was a respected clergyman who worked steadily for Roman Catholic emancipation despite his own staunch Anglicanism. In 1802 he helped to found The Edinburgh Review, which became one of the most powerful journals in Britain. Lord Macaulay referred to him as 'The Smith of Smiths'. Jane Austen is thought to have based Henry Tilner in Northanger Abbey on him. G. K. Chesterton was another of his admirers. This book gathers together a selection of Smith's own writings together with extracts from his daughter's biography of him. Arranged thematically, the passages deal with Home and Abroad, Politics, Social Evils, Education, Religion, and Health and Happiness. As well as Sydney's renowned wit, the collection enshrines the wisdom of a man of enormous common sense and the preaching of an eloquent orator. We discover the sloth, who 'moves suspended, rests suspended, sleeps suspended, and passes his life in suspense - like a young clergyman distantly related to a bishop.' We meet the bishop who 'deserved to be preached to death by wild curates.' But most of all, we enjoy the company of a man determined that 'as long as I can possibly avoid it I will never be unhappy.' The 'amusing defender of our faith' described a friend's idea of heaven as 'eating patC de foie gras to the sound of trumpets.' His present-day admirers may disagree, finding their ideal of heaven in reading this wonderfully entertaining book. Read an Extract from the Introduction here.",0.47344,0.664484,0.079839,0.059495,0.052666,0,https://whatdoido.kro.kr/movie/4765.jpg,,
4799,Enchantment,Orson Scott Card,"In Enchantment, Card works his magic as never before, transforming the timeless story of Sleeping Beauty into an original fantasy brimming with romance and adventure.,The moment Ivan stumbled upon a clearing in the dense Carpathian forest, his life was forever changed. Atop a pedestal encircled by fallen leaves, the beautiful princess Katerina lay still as death. But beneat,In Enchantment, Card works his magic as never before, transforming the timeless story of Sleeping Beauty into an original fantasy brimming with romance and adventure.,The moment Ivan stumbled upon a clearing in the dense Carpathian forest, his life was forever changed. Atop a pedestal encircled by fallen leaves, the beautiful princess Katerina lay still as death. But beneath the foliage a malevolent presence stirred and sent the ten-year-old Ivan scrambling for the safety of Cousin Marek's farm.,Now, years later, Ivan is an American graduate student, engaged to be married. Yet he cannot forget that long-ago day in the forest--or convince himself it was merely a frightened boy's fantasy. Compelled to return to his native land, Ivan finds the clearing just as he left it.,This time he does not run. This time he awakens the beauty with a kiss . . . and steps into a world that vanished a thousand years ago.,A rich tapestry of clashing worlds and cultures, Enchantment is a powerfully original novel of a love and destiny that transcend centuries . . . and the dark force that stalks them across the ages.",0.314177,0.443619,0.235133,0.013859,0.053123,4,https://whatdoido.kro.kr/movie/4799.jpg,,
4814,Angel's Command,"Brian Jacques,David Elliot","Ben and his Labrador, Ned, castaways from the legendary ghost ship Flying Dutchman, swore never go to sea again-but a mishap in South America lands them aboard a French pirate ship with not one, but two villainous sea captains in pursuit. To make matters worse, Ben is still haunted by visions of Captain Vanderdecken, whose ghost seeks vengeance on the former cabin boy. And,Ben and his Labrador, Ned, castaways from the legendary ghost ship Flying Dutchman, swore never go to sea again-but a mishap in South America lands them aboard a French pirate ship with not one, but two villainous sea captains in pursuit. To make matters worse, Ben is still haunted by visions of Captain Vanderdecken, whose ghost seeks vengeance on the former cabin boy. And that is only the beginning of their adventures!",0.031609,0.894668,0.022524,0.007528,0.014449,1,https://whatdoido.kro.kr/movie/4814.jpg,,
4941,The Phenomenon of Man,Pierre Teilhard de Chardin,"Pierre Teilhard De Chardin was one of the most distinguished thinkers and scientists of our time. He fits into no familiar category for he was at once a biologist and a paleontologist of world renown, and also a Jesuit priest. He applied his whole life, his tremendous intellect and his great spiritual faith to building a philosophy that would reconcile Christian theology w,Pierre Teilhard De Chardin was one of the most distinguished thinkers and scientists of our time. He fits into no familiar category for he was at once a biologist and a paleontologist of world renown, and also a Jesuit priest. He applied his whole life, his tremendous intellect and his great spiritual faith to building a philosophy that would reconcile Christian theology with the scientific theory of evolution, to relate the facts of religious experience to those of natural science.,the first of his writings to appear in America, Pierre Teilhard's most important book and contains the quintessence of his thought. When published in France it was the best-selling nonfiction book of the year.",0.072359,0.820996,0.009769,0.024644,0.035617,3,https://whatdoido.kro.kr/movie/4941.jpg,,
4963,The Complete Dream Dictionary: A Bedside Guide to Knowing What Your Dreams Mean,"Trish MacGregor,Rob MacGregor","If you've ever wondered why nightmarish spiders spook you or why you have such vivid dreams of losing your teeth, read on. Filled with detailed background information and an alphabetical listing of symbols,,shows you how to pick up on broad context clues as well as decipher the deeper meaning of specific images that appear in your dreams.,The C,If you've ever wondered why nightmarish spiders spook you or why you have such vivid dreams of losing your teeth, read on. Filled with detailed background information and an alphabetical listing of symbols,,shows you how to pick up on broad context clues as well as decipher the deeper meaning of specific images that appear in your dreams.,The Complete Dream Dictionary helps you:,Improve your dream recall and incubation,Spot the metaphors, puns, and archetypes in your dreams,Recognize common as well as advanced dream types,Create your own personal journal to record dream details,Understand common dream themes, including flying, being chased, or giving birth,Examine particular symbols in your dreams - from flowers to family members,Whether you're delving into recurring themes such as falling, or simply wondering what an apple or an airport means in your dream,,shows you how to put these subconscious messages to good use in your waking life.",0.671849,0.531264,0.123245,0.509353,0.143341,3,https://whatdoido.kro.kr/movie/4963.jpg,,
5072,The Concise Animal Encyclopedia,David Burnie,"This compact marvel covers the animal kingdom from the tiniest protozoan to the mightiest mammal. Organized by classification and packed with vibrant photographs and informative detail, this visual safari covers the gamut of phylums, classes, orders, families, and genuses, including invertebrates, insects, amphibians, mammals, birds, and reptiles.,Special feature panels tha,This compact marvel covers the animal kingdom from the tiniest protozoan to the mightiest mammal. Organized by classification and packed with vibrant photographs and informative detail, this visual safari covers the gamut of phylums, classes, orders, families, and genuses, including invertebrates, insects, amphibians, mammals, birds, and reptiles.,Special feature panels that focus on various aspects of animal behavior including camouflage, migration, and hibernation enhance the clear layout. Easy-to-use, authoritative and a perfect gift for young animal lovers, this colorful volume is an ideal resource for the whole family.,Special features include,- Text that can be read section by section or as a complete article,- Cross-references,- Color-coded \Fact\ boxes and fully annotated diagrams,- Glossary and index",0.027692,0.835292,0.01026,0.101691,0.018509,3,https://whatdoido.kro.kr/movie/5072.jpg,,
5146,Blood Sport,Dick Francis,"English agent Gene Hawkins is restlessly facing three weeks of vacation with only his tormented past for company. So when his boss asks him to help millionaire Dave Teller locate a prized missing stallion, he accepts. But he gets more action than he bargained for when he draws the affection of his boss' beautiful teenage daughter, advances from Teller's socialite wife, and,English agent Gene Hawkins is restlessly facing three weeks of vacation with only his tormented past for company. So when his boss asks him to help millionaire Dave Teller locate a prized missing stallion, he accepts. But he gets more action than he bargained for when he draws the affection of his boss' beautiful teenage daughter, advances from Teller's socialite wife, and the deadly attention of the horse thieves, who would be happy to put Hawkins out to pasture...permanently.",0.105549,0.769186,0.009362,0.066402,0.081428,3,https://whatdoido.kro.kr/movie/5146.jpg,,
5230,Baseball Prospectus: 2001 Edition,"Joseph Sheehan,Gary Huckabay,Clay Davenport,Chris Kahrl,Keith Law,Rany Jazayerli,Mat Olkin","Here's the book that ESPN Sportzone's Rob Neyer called \the best book of its kind.\ Updated for the 2001 season, the BASEBALL PROSPECTUS analyzes every top player in each organization all the way down to rookie ball, with objective, intelligent commentary and irreverent humor. The PROSPECTUS gives the final word on what the players did, why they did it, and what they're go,Here's the book that ESPN Sportzone's Rob Neyer called \the best book of its kind.\ Updated for the 2001 season, the BASEBALL PROSPECTUS analyzes every top player in each organization all the way down to rookie ball, with objective, intelligent commentary and irreverent humor. The PROSPECTUS gives the final word on what the players did, why they did it, and what they're going to do in the future.",0.007762,0.915512,0.006304,0.008481,0.070406,3,https://whatdoido.kro.kr/movie/5230.jpg,,
5248,Creation,Gore Vidal,"Once again the incomparable Gore Vidal interprets and animates history -- this time in a panoramic tour of the 5th century B.C. -- and embellishes it with his own ironic humor, brilliant insights, and piercing observations. We meet a vast array of historical figures in a staggering novel of love, war, philosophy, and adventure . . .,\There isn't a page of CREATION that doe,Once again the incomparable Gore Vidal interprets and animates history -- this time in a panoramic tour of the 5th century B.C. -- and embellishes it with his own ironic humor, brilliant insights, and piercing observations. We meet a vast array of historical figures in a staggering novel of love, war, philosophy, and adventure . . .,\There isn't a page of CREATION that doesn't inform and very few pages that do not delight.\,-- John Leonard, The New York Times",0.253399,0.687845,0.06684,0.082174,0.067623,3,https://whatdoido.kro.kr/movie/5248.jpg,,
5294,Shakespeare,Anthony Burgess,"Like Burgess's early novel, Nothing Like the Sun: A Story of Shakespeare's Love-Life, this equally delightful factual treatment of what we know of the Bard combines Burgess's stimulating erudition and his well-informed imagination. The result is at once a speculative biography, a theatrical history, and a re-creation of the Elizabethan age. Whether a vivid retracing of the,Like Burgess's early novel, Nothing Like the Sun: A Story of Shakespeare's Love-Life, this equally delightful factual treatment of what we know of the Bard combines Burgess's stimulating erudition and his well-informed imagination. The result is at once a speculative biography, a theatrical history, and a re-creation of the Elizabethan age. Whether a vivid retracing of the evolution Elizabethan theater, a bravura reconstruction of the first performance of Hamlet, an infiltration of the intricacies of the court of the Virgin Queen, or an elegy on the era's end with the distrastrous Essex Rebellion, Burgess -- author of the classic A Clockwork Orange -- sets the stage for England's most glorious time and turns the spotlight on the figure of William Shakespeare. \Animated by affection and an understanding of the creative imagination that only a creative writer can bring to bear.\?Atlantic Monthly \A smooth-flowing narrative, often enlivened by Anthony Burgess's Joycean appetite for linguistic fantasy.\?Economist \Bright, racy...knowledgeable and humorous, alternately sensible and quirky.\?Terry Eagleton, Commonweal \Burgess's wonderfully well-stocked mind and essentially wayward spirits are just right for summoning up an apparition of the Bard....\?Daily Telegraph",0.086001,0.534957,0.015053,0.030108,0.042175,3,https://whatdoido.kro.kr/movie/5294.jpg,,
